EMPLOYER_NAME,SOC_NAME,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,WAGE_RATE_OF_PAY_FROM,CASE_STATUS,diff_wage_prevailing
PPD DEVELOPMENT LP,PUBLIC RELATIONS,1,1,84240,80000,DENIED,4240
BLACK and VEATCH CORPORATION,MATHEMATICIANS AND STATISTICIANS,1,1,86547,86547,DENIED,0
CAMPBELLCO,MATHEMATICIANS AND STATISTICIANS,1,1,44410,50620,DENIED,6210
POLARIS CONSULTING AND SERVICES LTD,MATHEMATICIANS AND STATISTICIANS,1,1,71843,94386.96,DENIED,22543.96
IBM CORPORATION,COMPUTER OCCUPATION,1,1,95846,77760,DENIED,18086
VENCORE INC,FINANCE,1,1,130333,130500,DENIED,167
A CARING DOCTOR TEXAS PC,MANAGERS,1,1,78250,90000,DENIED,11750
ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE INC,MANAGERS,1,1,65790,75216,DENIED,9426
ADFINANCE INC,MARKETING,1,1,44637,45000,DENIED,363
AVIO CONSULTING,MARKETING,1,1,107578,115000,DENIED,7422
OHIO INSTITUTE OF ALLIED HEALTH,MARKETING,1,1,41122,42000,DENIED,878
QORVO US INC,MARKETING,1,1,115793,102627,DENIED,13166
SFORCE INFOTECH INC,MARKETING,1,1,62754,72000,DENIED,9246
COMMONWEALTH UTILITIES CORPORATION,MARKETING,1,1,76396,76396,DENIED,0
CCS ENTERPRISES LLC DBA UNITED LOCATING SERVICES,MARKETING,1,1,40497.6,41600,DENIED,1102.4
ERNST and YOUNG US LLP,MARKETING,1,1,76170,95000,DENIED,18830
FOX ROTHSCHILD LLP,MARKETING,1,1,121541,121451,DENIED,90
GOOGLE INC,MATHEMATICIANS AND STATISTICIANS,1,1,88604,90400,DENIED,1796
KEANE SOFT INC,ENGINEERS ,1,1,63814,65000,DENIED,1186
LIFE TIME FITNESS INC,COUNSELORS,1,1,92800,105000,DENIED,12200
SCOTT and WHITE HOSPITAL BRENHAM,DOCTORS,1,1,40643.2,43908.8,DENIED,3265.6
TEEMNOW LLC,HEALTHCARE,1,1,46051,60000,DENIED,13949
BILL ME LATER INC,MARKETING,1,1,64730,80000,DENIED,15270
FRANK ROTH COINC,ENGINEERS ,1,1,74194,81538,DENIED,7344
TRISHULLA LLC,HEALTHCARE,1,1,57637,58000,DENIED,363
UNIVERSITY OF CALIFORNIA SANTA CRUZ,HEALTHCARE,1,1,68494,68500,DENIED,6
ALLEGIANCE TECHNOLOGIES LLC,DOCTORS,1,1,77771,73382,DENIED,4389
DYNAMICS RESOURCES INC,SCIENTIST,1,1,75941,65000,DENIED,10941
EASI LLC,SCIENTIST,1,1,65100,65280,DENIED,180
ENEXUS GLOBAL INC,SCIENTIST,1,1,65770,65582,DENIED,188
HEADSTRONG SERVICES LLC,EDUCATION,1,1,66331,66331,DENIED,0
JOHNSON CONTROLS INC,EDUCATION,1,1,107037,107037,DENIED,0
STUBHUB INC,PUBLIC RELATIONS,1,1,117770,136000,DENIED,18230
TRINET HR CORPORATION,SCIENTIST,1,1,129501,140000,DENIED,10499
VALUELABS INC,SCIENTIST,1,1,68952,83000,DENIED,14048
MILLCREEK ENGINEERING COMPANY,SCIENTIST,1,1,88587,97000,DENIED,8413
THE DEVEREUX FOUNDATION,SCIENTIST,1,1,50336,39333,DENIED,11003
VENSAR TECHNOLOGY INC,SCIENTIST,1,1,81000,80500,DENIED,500
VMWARE INC,SCIENTIST,1,1,97288,126250,DENIED,28962
ONSHIFT INC,COMPUTER OCCUPATION,1,1,60611,60000,DENIED,611
786 PARKING CORP,MARKETING,1,1,49200,38400,DENIED,10800
FUTURETECH CONSULTANTS LLC,MARKETING,1,1,60341,66000,DENIED,5659
ANTARES OIL SERVICES LLC,MARKETING,1,1,93226,96346,DENIED,3120
LINKEDIN CORPORATION,MARKETING,1,1,105101,105010,DENIED,91
SALESFORCECOM INC,MARKETING,1,1,131997,131997,DENIED,0
SCHNEIDER ELECTRIC USA INC,MATHEMATICIANS AND STATISTICIANS,1,1,64106,0,DENIED,64106
TESLA MOTORS INC,HEALTHCARE,1,1,103988,132000,DENIED,28012
AVIO CONSULTING,DOCTORS,1,1,107578,115000,DENIED,7422
LORHAN CORPORATION INC,EDUCATION,1,1,64813,64000,DENIED,813
NIETZ and EVERSMAN LLC,SCIENTIST,1,1,40643,62000,DENIED,21357
PPD DEVELOPMENT LP,ENTERTAINMENT,1,1,79726,92000,DENIED,12274
SYNECHRON INC,ENTERTAINMENT,1,1,100690,100690,DENIED,0
TESORO COMPANIES INC,EDUCATION,1,1,93662,108675,DENIED,15013
PEOPLE TECH GROUP INC,MATHEMATICIANS AND STATISTICIANS,1,1,67642,70000,DENIED,2358
INDIANA UNIV PURDUE UNIV INDIANAPOLIS,COMPUTER OCCUPATION,1,1,43410,104000,DENIED,60590
ALSAC/ST JUDE CHILDRENS RESEARCH HOSPITAL,MARKETING,1,1,77376,77376,DENIED,0
CASE WESTERN RESERVE UNIVERSITY,MATHEMATICIANS AND STATISTICIANS,1,1,48901,48797,DENIED,104
REVOLUTIONARY BUSINESS CONCEPTS INC,SCIENTIST,1,1,67954,70000,DENIED,2046
VMWARE INC,HEALTHCARE,1,1,97288,135190,DENIED,37902
CAPGEMINI AMERICA INC,HEALTHCARE,1,1,94619,94700,DENIED,81
DEVELISYS CORPORATION,HEALTHCARE,1,1,88150,90000,DENIED,1850
EDI LEADER LLC,HEALTHCARE,1,1,86216,90000,DENIED,3784
GLIMMERGLASS OPERA THEATRE INC,HEALTHCARE,1,1,20176,20176,DENIED,0
GLOBALSCAPE INC,DOCTORS,1,1,90800,95000,DENIED,4200
OPTIMVIA LLC,HEALTHCARE,1,1,74797,85000,DENIED,10203
SAMSUNG RESEARCH AMERICA INC,HEALTHCARE,1,1,94619,110000,DENIED,15381
SAND HILL DAIRY,HEALTHCARE,1,1,44136,60000,DENIED,15864
UNIVERSITY OF MINNESOTA,SCIENTIST,1,1,39250,52275,DENIED,13025
ZSCALER INC,SCIENTIST,1,1,124010,124010,DENIED,0
BCM LLC,EDUCATION,1,1,39790.4,31200,DENIED,8590.4
CAISSA DMC US INC,ANALYSTS,1,1,34507.2,35360,DENIED,852.8
CARDINAL HEALTH INC,ANALYSTS,1,1,103979,92050,DENIED,11929
AMENSYS INC,DOCTORS,1,1,68827,66000,DENIED,2827
BAYER BUSINESS and TECHNOLOGY SERVICES LLC,DOCTORS,1,1,91645,93763,DENIED,2118
CAREMARK LLC,LAWYERS AND LEGAL SUPPORT WORKERS,1,1,109866,109866,DENIED,0
DELOITTE CONSULTING LLP,HEALTHCARE,15,1,63398,82000,DENIED,18602
DELOITTE CONSULTING LLP,HEALTHCARE,15,1,60278,90000,DENIED,29722
EMINENT SOFTWARE SERVICES,HEALTHCARE,1,1,71698,71670,DENIED,28
AMERICAN NATURAL TECHNOLOGY SCIENCES INC,PUBLIC RELATIONS,1,1,39561.6,39561.6,DENIED,0
CDK GLOBAL LLC,PUBLIC RELATIONS,1,1,99600,99600,DENIED,0
HEXACORP LLC,COUNSELORS,1,1,67642,65500,DENIED,2142
LPL FINANCIAL LLC,COUNSELORS,1,1,79331,79331,DENIED,0
SAKSOFT INC,COUNSELORS,1,1,95306,98000,DENIED,2694
UNIVERSITY OF WASHINGTON,COUNSELORS,1,1,49680,66840,DENIED,17160
DAN BRADLEY GLASS SHOP INC,SALES AND RELATED WORKERS,1,1,25542.4,18720,DENIED,6822.4
RDC GOLF GROUP,SCIENTIST,1,1,53720,62500,DENIED,8780
TWIN RIVERS PAPER COMPANY LLC,SCIENTIST,1,1,64272,68979,DENIED,4707
ASIA PACIFIC CENTER FOR SECURITY STUDIES,SCIENTIST,1,1,122569,122569,DENIED,0
CONTINENTAL AUTOMOTIVE SYSTEMS INC,SCIENTIST,1,1,99424,116000,DENIED,16576
EXPEDIA INC,MATHEMATICIANS AND STATISTICIANS,10,1,52166,52166,DENIED,0
JASMINA ACCOUNTING AND INCOME TAX SERVICE INCORPORATED,MATHEMATICIANS AND STATISTICIANS,1,1,37169.6,37169.6,DENIED,0
786 PARKING CORP,EDUCATION,1,1,59000,51000,DENIED,8000
BUREAU BETAK INC,SCIENTIST,1,1,37170,45000,DENIED,7830
CASE WESTERN RESERVE UNIVERSITY,SCIENTIST,1,1,48901,48797,DENIED,104
CYBERSOURCE CORPORATION,SCIENTIST,1,1,138965,122590,DENIED,16375
GROKSTYLE INC,SCIENTIST,1,1,147846,135000,DENIED,12846
IQ SPECTRA INC,SCIENTIST,1,1,63274,72000,DENIED,8726
IQ SPECTRA INC,SCIENTIST,1,1,63710,72000,DENIED,8290
PINCKNEYVILLE COMMUNITY HOSPITAL,SCIENTIST,1,1,53997,54080,DENIED,83
THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,SCIENTIST,1,1,69118,85600,DENIED,16482
FIRST DATABANK INC,SCIENTIST,1,1,97200,97200,DENIED,0
INDIANA SYMPHONY SOCIETY INC,SCIENTIST,1,1,62941,87000,DENIED,24059
PECAN POINT OKLAHOMA LLC,SCIENTIST,10,1,19448,20800,DENIED,1352
POPSUGAR INC,SCIENTIST,1,1,136573,116800,DENIED,19773
QFC CORPORATION INC,SCIENTIST,1,0,47902.4,52000,DENIED,4097.6
ST LUKES ROOSEVELT HOSPITAL CENTER,SCIENTIST,1,1,94141,104869,DENIED,10728
TATA CONSULTANCY SERVICES LIMITED,SCIENTIST,1,1,62500,62130,DENIED,370
THE TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,SCIENTIST,1,1,37788.75,37788.75,DENIED,0
THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER,SCIENTIST,1,1,41434,47476,DENIED,6042
FIRST TEK INC,SALES AND RELATED WORKERS,1,1,38168,60000,DENIED,21832
AURUM CAPITAL MANAGEMENT CORP,ANALYSTS,1,0,75337.6,79996.8,DENIED,4659.2
ISODOC INC,COMPUTER OCCUPATION,1,1,67038.4,20800,DENIED,46238.4
KPMG LLP,COMPUTER OCCUPATION,1,1,54059,60550,DENIED,6491
WERM INVESTMENTS LLC,MARKETING,1,1,110386,110386,DENIED,0
CASTOR DENTAL CARE LLC,DOCTORS,1,1,49733,49750,DENIED,17
EQUINOXYS INC,EDUCATION,2,1,90688,66518,DENIED,24170
NEW YORK MEDICAL COLLEGE,PUBLIC RELATIONS,1,1,43692,47476,DENIED,3784
THE JOHN B PIERCE LABORATORY INC,PUBLIC RELATIONS,1,1,41434,47484,DENIED,6050
UNIVERSITY OF COLORADO,COUNSELORS,1,1,41288,62000,DENIED,20712
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,SALES AND RELATED WORKERS,1,1,41870,45000,DENIED,3130
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,SCIENTIST,1,1,41517,41517,DENIED,0
BARNES JEWISH HOSPITAL,SCIENTIST,1,1,50669,63024,DENIED,12355
BRILLIO LLC,SCIENTIST,1,1,61901,80000,DENIED,18099
DAN BRADLEY GLASS SHOP INC,SCIENTIST,1,1,25542.4,25542.4,DENIED,0
DEVELISYS CORPORATION,SCIENTIST,1,1,88150,90000,DENIED,1850
EXPEDIA INC,SCIENTIST,1,1,138965,118097,DENIED,20868
GLOBAL APPLICATIONS SOLUTION LLC,SCIENTIST,1,1,65749,70000,DENIED,4251
HAGSTROMWHITE PC,SCIENTIST,1,1,68952,70000,DENIED,1048
HUMANA HEALTH PLAN OF TEXAS INC,SCIENTIST,1,1,117000,117000,DENIED,0
REAL SOFT INC,SCIENTIST,1,1,71781,95000,DENIED,23219
VFM CONSULTING INC,SCIENTIST,1,1,97302,97302,DENIED,0
ANDREWS UNIVERSITY,SCIENTIST,1,1,41475,30201.6,DENIED,11273.4
HOWARD HUGHES MEDICAL INSTITUTE,SCIENTIST,1,1,54078,52000,DENIED,2078
NICIRA INC,SCIENTIST,1,1,97288,128926.5,DENIED,31638.5
REEL STORIES TEEN FILMMAKING INC,SCIENTIST,1,1,38771,37690,DENIED,1081
THE PENNSYLVANIA HOSPITAL OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYS,SCIENTIST,1,1,64129,70096,DENIED,5967
CANFOR SOUTHERN PINE INC,ANALYSTS,1,1,72134,83600,DENIED,11466
HMB PHARMACY MANAGEMENT LLC,COMPUTER OCCUPATION,1,1,50939.2,55120,DENIED,4180.8
IQ SPECTRA INC,COMPUTER OCCUPATION,1,1,57637,72000,DENIED,14363
FLORIDA KEYS COMMUNITY COLLEGE,MARKETING,1,1,58397,62230,DENIED,3833
RIGAS TECHNOLOGIES INC,MARKETING,1,1,51730,70000,DENIED,18270
BEHAVIORAL LEARNING CENTER BLC INC,MATHEMATICIANS AND STATISTICIANS,1,1,43264,73500,DENIED,30236
CENTRAL ALABAMA COMMUNITY COLLEGE,MECHANICS,2,1,38646.4,53206.4,DENIED,14560
EPIC COMMUNITY SERVICES INC,COUNSELORS,1,1,34150,32000,DENIED,2150
REALPAGE INC,COMPUTER OCCUPATION,1,1,77917,80000,DENIED,2083
SALESPOINT INC,HEALTHCARE,1,1,79000,90000,DENIED,11000
TANISHA SYSTEMS INC,DOCTORS,1,1,51002,60000,DENIED,8998
THE UNIVERSITY OF SOUTHERN CALIFORNIA,HEALTHCARE,1,1,48526,57000,DENIED,8474
WIPRO LIMITED,EDUCATION,1,1,82534,82534,DENIED,0
ALBERT EINSTEIN MEDICAL CENTER,DOCTORS,1,1,47112,88046.4,DENIED,40934.4
LEROY TECHNOLOGIES INC,ENTERTAINMENT,1,1,58198,58198,DENIED,0
WAYCOM INC,SCIENTIST,3,1,80870,95000,DENIED,14130
AZKET E INTELLIGENCE LLC,ANALYSTS,1,1,72467.2,72467.2,DENIED,0
THE DEVEREUX FOUNDATION,FINANCE,1,1,42931,42931,DENIED,0
REPUBLIC METALS CORPORATION,EDUCATION,1,1,72800,75000,DENIED,2200
CAMELOT INTEGRATED SOLUTIONS INC,EDUCATION,1,1,63274,63000,DENIED,274
CONTROLLINK INC,PUBLIC RELATIONS,1,1,65853,72000,DENIED,6147
EATON CORPORATION,PUBLIC RELATIONS,1,1,67933,67933,DENIED,0
MASTECH DIGITAL TECHNOLOGIES INC A MASTECH DIGITAL INC COMPANY,PUBLIC RELATIONS,6,1,90584,90584,DENIED,0
NMI HOLDINGS INC,REAL ESTATE,1,1,102003,110300,DENIED,8297
SE2 LLC,SCIENTIST,1,1,77958,90000,DENIED,12042
SWEDISH HEALTH SERVICES,SCIENTIST,1,1,63793.6,63793.6,DENIED,0
THE UNIVERSITY OF TENNESSEE KNOXVILLE,SCIENTIST,1,1,31250,65100.12,DENIED,33850.12
SPIRIT OF THE WORD EVANGELISTIC OUTREACH MINISTRIES CHURCH,SCIENTIST,1,1,44866,44866,DENIED,0
JASMINA ACCOUNTING AND INCOME TAX SERVICE INC,MATHEMATICIANS AND STATISTICIANS,1,1,37169.6,37169.6,DENIED,0
GO GREEN ENTERPRISES INC,COMPUTER OCCUPATION,1,1,40890,45000,DENIED,4110
INFOR US INC,COMPUTER OCCUPATION,1,1,85197,102959,DENIED,17762
KPMG LLP,SCIENTIST,1,1,55744,56000,DENIED,256
CISCO SYSTEMS INC,SCIENTIST,5,1,107182,107182,DENIED,0
GOLDMAN SACHS BANK USA,SCIENTIST,1,1,90813,110000,DENIED,19187
LEXISNEXIS RISK SOLUTIONS FL INC,SCIENTIST,1,1,88100,88100,DENIED,0
SOGETI USA LLC,SCIENTIST,1,1,85700,100000,DENIED,14300
PRUDENT TECHNOLOGIES and CONSULTING INC,DESIGNERS,1,1,68827,60000,DENIED,8827
CISCO SYSTEMS INC,MARKETING,10,1,76773,76773,DENIED,0
DELOITTE CONSULTING LLP,MARKETING,15,1,74963,80205,DENIED,5242
DELOITTE CONSULTING LLP,MARKETING,15,1,62213,62000,DENIED,213
INTERSHOP COMMUNICATIONS INC,MARKETING,1,1,91541,125000,DENIED,33459
HORIZON INTERNATIONAL TRADING INC,HEALTHCARE,1,0,84052.8,85280,DENIED,1227.2
ITNEXT LLC,HEALTHCARE,1,1,111405,125000,DENIED,13595
NAVADI LLC,HEALTHCARE,1,1,35901,38000,DENIED,2099
QUINTILES IMS INCORPORATED,HEALTHCARE,1,1,100568,109668.81,DENIED,9100.81
SYNOPSYS INC,COUNSELORS,25,1,88334,88334,DENIED,0
AG ENGINEERING GROUP INC,MULTIMEDIA ARTISTS AND ANIMATORS,1,0,20,41600,DENIED,41580
ADVANSIX INC,COMPUTER OCCUPATION,1,1,72426,86443,DENIED,14017
ANID INFOSOFT LLC,MATHEMATICIANS AND STATISTICIANS,1,1,67579,70000,DENIED,2421
LOGIC INFORMATION SYSTEMS INC,COMPUTER OCCUPATION,1,1,68557,79300,DENIED,10743
BEST BUY CO INC,ENGINEERS,1,1,92800,100000,DENIED,7200
DAN BRADLEY GLASS SHOP INC,COUNSELORS,1,1,25542.4,25542.4,DENIED,0
AEROHIVE NETWORKS INC,SCIENTIST,1,1,147222,147222,DENIED,0
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,SCIENTIST,1,1,75088,42910,DENIED,32178
INTUIT INC,SCIENTIST,50,1,112431,99298,DENIED,13133
LOYD INTERNATIONAL,SCIENTIST,1,1,70657.6,20800,DENIED,49857.6
O2 TECHNOLOGIES INC,SCIENTIST,1,1,79019,100000,DENIED,20981
WILDLIFE REHABILITATION CENTER OF MINNESOTA,SCIENTIST,1,1,24000,24000,DENIED,0
YALE UNIVERSITY,SCIENTIST,1,1,41434,47484,DENIED,6050
IBM CORPORATION,SCIENTIST,1,1,71843,67468.8,DENIED,4374.2
INDIANA UNIV PURDUE UNIV INDIANAPOLIS,SCIENTIST,1,1,56781,59478,DENIED,2697
DELOITTE CONSULTING LLP,ANALYSTS,15,1,124675,124675,DENIED,0
7 VAN DRUGS LLC,ANALYSTS,1,1,111051.2,104000,DENIED,7051.2
BEST BUY CO INC,ANALYSTS,1,1,105400,120000,DENIED,14600
COMPREHEND SYSTEMS INC,ANALYSTS,1,1,136573,137000,DENIED,427
FIRST EMINENCE INC,COMPUTER OCCUPATION,1,1,27040,27040,DENIED,0
PROWESS IT SOLUTIONS LLC,COMPUTER OCCUPATION,1,1,49026,50000,DENIED,974
FLORIDA KEYS COMMUNITY COLLEGE,MANAGERS,1,1,58397,62230,DENIED,3833
HENRY FORD HEALTH SYSTEM,MANAGERS,1,1,51707,52787.5,DENIED,1080.5
TEKRAM USA INC,MANAGERS,1,1,63482,63482,DENIED,0
DELOITTE CONSULTING LLP,MANAGERS,15,1,68598,50000,DENIED,18598
DELOITTE CONSULTING LLP,MANAGERS,15,1,68598,62000,DENIED,6598
GLOBAL MAIL INC D/B/A DHL ECOMMERCE,MANAGERS,1,1,67434,67434,DENIED,0
INDIANA UNIV PURDUE UNIV INDIANAPOLIS,MANAGERS,1,1,56781,59478,DENIED,2697
PROKARMA INC,MANAGERS,1,1,84926,115000,DENIED,30074
SALIDA DEL SOL ACADEMY,MANAGERS,1,1,35340,49000,DENIED,13660
SAS INSTITUTE INC,MARKETING,1,1,93800,93800,DENIED,0
SHELL EXPLORATION AND PRODUCTION COMPANY,MARKETING,1,1,71947,135600.16,DENIED,63653.16
SYNECTICS FOR MANAGEMENT DECISIONS INC,MARKETING,1,1,110490,118000,DENIED,7510
ZYLOG SYSTEMS LIMITED,MARKETING,1,1,55910,60000,DENIED,4090
JACOBS ENGINEERING GROUP INC,SCIENTIST,1,1,118643,102810,DENIED,15833
MICROPACT GLOBAL INC,SCIENTIST,1,1,90646,65000,DENIED,25646
FISERV GLOBAL SERVICES INC,COMPUTER OCCUPATION,1,1,74173,74173,DENIED,0
AandK RAILROAD MATERIALS INC,ANALYSTS,1,1,54995,65000,DENIED,10005
MOTOLISTER LLC,COMPUTER OCCUPATION,1,1,23000,36000,DENIED,13000
SOFTCORP INTERNATIONAL INC,ENGINEERS,1,1,68000,66830,DENIED,1170
HORIZON INTERNATIONAL TRADING INC,MARKETING,1,0,84052.8,85280,DENIED,1227.2
PCS ENTERPRISES INC,MARKETING,1,1,66518.4,79996.8,DENIED,13478.4
AUTODESK INC,MARKETING,1,1,127150,122200,DENIED,4950
WESTPORT INSURANCE CORPORATION,DOCTORS,1,1,76500,76500,DENIED,0
BARUCH S BLUMBERG INSTITUTE,DOCTORS,2,1,36899,52391,DENIED,15492
COMCAST CABLE COMMUNICATIONS LLC,DOCTORS,1,1,102774,102774,DENIED,0
SUSTAINABLE SOLUTIONS CORPORATION,EDUCATION,1,1,77189,80340,DENIED,3151
LENNOX INTERNATIONAL INC,ANALYSTS,1,1,111363,111363,DENIED,0
IBM CORPORATION,COMPUTER OCCUPATION,1,1,149573,120000,DENIED,29573
INSPIRED TECHNOLOGY CONCEPTS INC,COMPUTER OCCUPATION,1,1,62000,62000,DENIED,0
VOODOO MANUFACTURING INC,MANAGERS,1,1,64813,70000,DENIED,5187
ACEVEDO and ASSOCIATES LLP,PUBLIC RELATIONS,1,1,37357,37357,DENIED,0
ALIS CATERING AND EVENT MANAGEMENT,PUBLIC RELATIONS,1,1,43000,38000,DENIED,5000
SUSSEX WIRE INC,PUBLIC RELATIONS,3,1,122100,132000,DENIED,9900
US HARMONY LLC,SCIENTIST,1,0,57907.2,57907.2,DENIED,0
DUKE UNIVERSITY,SCIENTIST,1,1,52104,52104,DENIED,0
EBAY INC,SCIENTIST,1,1,101920,97000,DENIED,4920
ESSONOVA CORPORATION,SCIENTIST,1,1,58968,70000,DENIED,11032
SIEMENS WIND POWER INC,SCIENTIST,1,1,92248,104000,DENIED,11752
WAL MART ASSOCIATES INC,SCIENTIST,1,1,124675,120123.38,DENIED,4551.62
AUTODESK INC,SCIENTIST,1,1,107617,107617,DENIED,0
PHILAM PHYSICAL THERAPY PC,SCIENTIST,1,1,60507,72800,DENIED,12293
NEXUS IT INC,SCIENTIST,1,1,78083,78500,DENIED,417
EXPEDIA INC,SCIENTIST,2,1,72422,72422,DENIED,0
HAWAII MEDICAL SERVICE ASSOCIATION,ANALYSTS,1,1,79554,79554,DENIED,0
AKVELON INC,ANALYSTS,1,1,106101,120000,DENIED,13899
DANA FARBER CANCER INSTITUTE,ANALYSTS,1,1,69659,66950,DENIED,2709
JPMORGAN CHASE and CO,COMPUTER OCCUPATION,1,1,94099.2,104998.4,DENIED,10899.2
GLOBAL IT INC,DOCTORS,1,1,68827,65000,DENIED,3827
WARD SPECIALTY PHARMACY LLC,HEALTHCARE,1,1,96491,96491,DENIED,0
THE UNIVERSITY OF TENNESSEE KNOXVILLE,PUBLIC RELATIONS,1,1,38210,47476.08,DENIED,9266.08
PERSISTENT SYSTEMS INC,PUBLIC RELATIONS,1,1,76835,76835,DENIED,0
QUALITY CONSULTANTS INTERNATIONAL,SALES AND RELATED WORKERS,1,1,46987.2,30000,DENIED,16987.2
STRATEGIC STAFFING SOLUTIONS LC,SCIENTIST,1,1,75962,124804.8,DENIED,48842.8
SYNOPSYS INC,COMPUTER OCCUPATION,1,1,62962,62692,DENIED,270
UNITED METHODIST HOMES AND SERVICES,MATHEMATICIANS AND STATISTICIANS,1,0,59633.6,59696,DENIED,62.4
ESSONOVA CORPORATION,ACCOUNTANTS,1,1,47154,70000,DENIED,22846
INDIAN TELEPHONE and TELECOMMUNICATION CORP INC,COMPUTER OCCUPATION,1,1,72800,72800,DENIED,0
NIHA TECHNOLOGIES,COMPUTER OCCUPATION,1,1,67434,72000,DENIED,4566
TITAN HEALTH and SECURITY TECHNOLOGIES INC,FINANCE,1,0,72820.8,72820.8,DENIED,0
TUFTS UNIVERSITY,FINANCE,1,1,44158,47500,DENIED,3342
AMERIHEALTH CARITAS SERVICES LLC,MATHEMATICIANS AND STATISTICIANS,1,1,90931,90931,DENIED,0
FOUNDATION CONSTRUCTORS INC,HEALTHCARE,1,1,122117,120000,DENIED,2117
TECHNIP USA INC,DOCTORS,1,1,90677,110000,DENIED,19323
ELITE AVIATION VGT LLC,DOCTORS,20,1,32323.2,31200,DENIED,1123.2
ERNST and YOUNG US LLP,DOCTORS,1,1,58400,71600,DENIED,13200
HORIZON INTERNATIONAL TRADING INC,DOCTORS,1,0,84052.8,85280,DENIED,1227.2
MERGEN IT LLC,DOCTORS,1,1,94869,94869,DENIED,0
APPLIED MATERIALS INC,HEALTHCARE,1,1,101195,113255,DENIED,12060
FLORIDA KEYS COMMUNITY COLLEGE,DOCTORS,1,1,58397,62230,DENIED,3833
INTRAMART INC,SCIENTIST,1,1,78250,78250,DENIED,0
LOGIC PLANET CS INC,SCIENTIST,1,1,48298,64000,DENIED,15702
MGM RESORTS INTERNATIONAL OPERATIONS INC,SCIENTIST,1,1,78811,75000,DENIED,3811
SAILPOINT TECHNOLOGIES INC,SCIENTIST,1,1,96300,96300,DENIED,0
SALESFORCECOM INC,SCIENTIST,1,1,131997.3,131997,DENIED,0.3
UNIVERSITY OF MASSACHUSETTS BOSTON,SCIENTIST,1,1,55600,70500,DENIED,14900
VITANE PHARMACEUTICALS INC,SCIENTIST,1,1,65000,65000,DENIED,0
MYRTLE CONSULTING GROUP,COMPUTER OCCUPATION,1,1,107744,120000,DENIED,12256
CENTRAL BAKERY,COMPUTER OCCUPATION,2,1,42078.4,42078.4,DENIED,0
SOUTHERN HUMBOLDT COMMUNITY HEALTHCARE DISTRICT,EDUCATION,1,1,64376,85009.6,DENIED,20633.6
ADALISOFT INC,LAB TECHNICIANS,1,1,60425.68,52000,DENIED,8425.68
ANTARES MIDCO INC,SCIENTIST,1,1,73757,95000,DENIED,21243
BLUEORBIT SOLUTIONS LLC,ANALYSTS,1,1,65083,65500,DENIED,417
T MOBILE USA INC,MANAGEMENT,1,1,99736,110000,DENIED,10264
DARBY SMART INC,MANAGERS,1,1,117770,117770,DENIED,0
ERNST and YOUNG US LLP,MANAGERS,1,1,50086,75000,DENIED,24914
HARRIS GROUP INC,MANAGERS,1,1,78728,80000,DENIED,1272
H TOWN TECHNOLOGIES INC,MANAGERS,1,1,50000,50000,DENIED,0
SMART INFORMATION MANAGEMENT SYSTEMS INC,MANAGERS,1,1,55910,75000,DENIED,19090
IBM INDIA PRIVATE LIMITED,MARKETING,1,1,104936,78506,DENIED,26430
ALMA BANK,MARKETING,1,1,57200,60000,DENIED,2800
LAGNIAPPE LOUISIANA SPECIALTY FOODS INC,MARKETING,1,1,40955.2,35360,DENIED,5595.2
DELOITTE and TOUCHE LLP,ANALYSTS,15,1,57907,78900,DENIED,20993
TATA CONSULTANCY SERVICES LIMITED,ANALYSTS,1,1,68952,68952,DENIED,0
ADVANCE2000 INC,ANALYSTS,1,1,55869,45000,DENIED,10869
DUKE UNIVERSITY AND MEDICAL CENTER,COMPUTER OCCUPATION,1,1,69103,90000,DENIED,20897
FITCH RATINGS INC,COMPUTER OCCUPATION,1,1,110000,110300,DENIED,300
FREDRICKS DESIGN INC,COMPUTER OCCUPATION,1,1,75000,65000,DENIED,10000
ROBERT B LARKEY CPA,COMPUTER OCCUPATION,1,0,44636.8,44720,DENIED,83.2
INDIANA UNIV PURDUE UNIV INDIANAPOLIS,MANAGERS,1,1,41725,47476,DENIED,5751
CENTRAL BAKERY,MANAGERS,2,1,42078.4,42078.4,DENIED,0
ICONSTYLE LLC,MULTIMEDIA ARTISTS AND ANIMATORS,1,1,62962,75000,DENIED,12038
MICROSOFT OPERATIONS PUERTO RICO LLC,DOCTORS,1,1,54246,136800,DENIED,82554
OPTIMUS CONSTRUCTION INC,DOCTORS,1,1,0,80000,DENIED,80000
LIVINGLY MEDIA INC,HEALTHCARE,1,1,117770,133000,DENIED,15230
SE2 LLC,SCIENTIST,1,1,133485,120000,DENIED,13485
BROADRIDGE FINANCIAL SOLUTIONS INC,SCIENTIST,1,1,113922,132038.34,DENIED,18116.34
